sku_a,sku_b,label,evidence
H5985004_S_781890_3253581781890,S6478001_S_781890_3253581781890,1,shared_valid_ean13
H5985004_S_781890_3253581781890,S6478006_S_781890_3253581781890,1,shared_valid_ean13
H6167001_S_4976631478272,H7096001_S_4976631478272,1,shared_valid_ean13
H6167001_S_4976631478272,H8424001_S_4976631478272,1,shared_valid_ean13
H6167001_S_4976631478272,S6478006_S_478272_4976631478272,1,shared_valid_ean13
H6167001_S_9312146006602,H7096001_S_9312146006602,1,shared_valid_ean13
H6167001_S_9312146006602,H7915001_S_9312146006602,1,shared_valid_ean13
H6167001_S_9312146006602,H8427001_S_9312146006602,1,shared_valid_ean13
H6167001_S_9312146006602,S6375001_S_9312146006602,1,shared_valid_ean13
H6167001_S_9349254002011,H6167002_S_9349254002011,1,shared_valid_ean13
H6167001_S_9349254002011,H7096001_S_9349254002011,1,shared_valid_ean13
H6167001_S_9349254002011,H8427001_S_9349254002011,1,shared_valid_ean13
H6167001_S_9349254002028,H6167002_S_9349254002028,1,shared_valid_ean13
H6167001_S_9349254002028,H7096001_S_9349254002028,1,shared_valid_ean13
H6167001_S_9349254002028,H8427001_S_9349254002028,1,shared_valid_ean13
H6167001_S_9349254002035,H6167002_S_9349254002035,1,shared_valid_ean13
H6167001_S_9349254002035,H7096001_S_9349254002035,1,shared_valid_ean13
H6167001_S_9349254002035,H8427001_S_9349254002035,1,shared_valid_ean13
H6167001_S_9349254002042,H6167002_S_9349254002042,1,shared_valid_ean13
H6167001_S_9349254002042,H8427001_S_9349254002042,1,shared_valid_ean13
H6167001_S_9349254002059,H6167002_S_9349254002059,1,shared_valid_ean13
H6167001_S_9349254002059,H8427001_S_9349254002059,1,shared_valid_ean13
H6167001_S_9349254004053,H6167002_S_9349254004053,1,shared_valid_ean13
H6167001_S_9349254004053,H8427001_S_9349254004053,1,shared_valid_ean13
H6167001_S_9349254004053,S6375001_S_9349254004053,1,shared_valid_ean13
H6167002_S_9349254002011,H7096001_S_9349254002011,1,shared_valid_ean13
H6167002_S_9349254002011,H8427001_S_9349254002011,1,shared_valid_ean13
H6167002_S_9349254002028,H7096001_S_9349254002028,1,shared_valid_ean13
H6167002_S_9349254002028,H8427001_S_9349254002028,1,shared_valid_ean13
H6167002_S_9349254002035,H7096001_S_9349254002035,1,shared_valid_ean13
H6167002_S_9349254002035,H8427001_S_9349254002035,1,shared_valid_ean13
H6167002_S_9349254002042,H8427001_S_9349254002042,1,shared_valid_ean13
H6167002_S_9349254002059,H8427001_S_9349254002059,1,shared_valid_ean13
H6167002_S_9349254004053,H8427001_S_9349254004053,1,shared_valid_ean13
H6167002_S_9349254004053,S6375001_S_9349254004053,1,shared_valid_ean13
H7096001_S_4976631478272,H8424001_S_4976631478272,1,shared_valid_ean13
H7096001_S_4976631478272,S6478006_S_478272_4976631478272,1,shared_valid_ean13
H7096001_S_9312146006602,H7915001_S_9312146006602,1,shared_valid_ean13
H7096001_S_9312146006602,H8427001_S_9312146006602,1,shared_valid_ean13
H7096001_S_9312146006602,S6375001_S_9312146006602,1,shared_valid_ean13
H7096001_S_9349254002011,H8427001_S_9349254002011,1,shared_valid_ean13
H7096001_S_9349254002028,H8427001_S_9349254002028,1,shared_valid_ean13
H7096001_S_9349254002035,H8427001_S_9349254002035,1,shared_valid_ean13
H7273001_S_8852086002780,H8196001_S_8852086922385,1,shared_valid_ean13
H7273001_S_8852086002797,H8196001_S_885208692239,1,shared_valid_ean13
H7273001_S_8852086002797,H8765001_S_25392,1,shared_valid_ean13
H7915001_S_4103040000422,H8765001_S_25309,1,shared_valid_ean13
H7915001_S_9312146006602,H8427001_S_9312146006602,1,shared_valid_ean13
H7915001_S_9312146006602,S6375001_S_9312146006602,1,shared_valid_ean13
H8115001_S_KY-C00088,H9564001_S_WA06HS85,1,shared_valid_ean13
H8196001_S_8852086922385,H8424001_S_8852086922385,1,shared_valid_ean13
H8196001_S_885208692239,H8765001_S_25392,1,shared_valid_ean13
H8424001_S_4976631478272,S6478006_S_478272_4976631478272,1,shared_valid_ean13
H8424001_S_4976631481166,S6478006_S_481166_4976631481166,1,shared_valid_ean13
H8424001_S_6297000323060,H9357001_S_6297000323060,1,shared_valid_ean13
H8424001_S_9556155017017,H9357001_S_9556155017017,1,shared_valid_ean13
H8424001_S_9556155017017,H9564001_S_KA05KS03,1,shared_valid_ean13
H8427001_S_4066447452778,S6375001_S_4066447452778,1,shared_valid_ean13
H8427001_S_4066447674880,S6375001_S_4066447674880,1,shared_valid_ean13
H8427001_S_9312146006602,S6375001_S_9312146006602,1,shared_valid_ean13
H8427001_S_9329401000107,S6375001_S_9329401000107,1,shared_valid_ean13
H8427001_S_9329401000169,S6375001_S_9329401000169,1,shared_valid_ean13
H8427001_S_9329401000183,S6375001_S_9329401000183,1,shared_valid_ean13
H8427001_S_9329401000435,S6375001_S_9329401000435,1,shared_valid_ean13
H8427001_S_9329401000800,S6375001_S_9329401000800,1,shared_valid_ean13
H8427001_S_9329401000817,S6375001_S_9329401000817,1,shared_valid_ean13
H8427001_S_9349254004053,S6375001_S_9349254004053,1,shared_valid_ean13
H8427001_S_9349254006286,S6375001_S_9349254006286,1,shared_valid_ean13
H8427001_S_9421904511163,S6375001_S_9421904511163,1,shared_valid_ean13
H8728001_S_8720182256362,H9357001_S_8718114047249,1,shared_valid_ean13
H8728001_S_8720182256362,H9357001_S_8720182256362-1,1,shared_valid_ean13
H8728001_S_8720182256362,H9564001_S_DO06CB06,1,shared_valid_ean13
H8728001_S_8993560024987,H9564001_S_DE05BS04G,1,shared_valid_ean13
H9226003_S_HABA-4534551065837,S6041001_S_HABA-4534551065837,1,shared_valid_ean13
H9299001_S_6901404912514,H9357001_S_6901404601258,1,shared_valid_ean13
H9357001_S_4892659051573,H9564001_S_EP06PS100,1,shared_valid_ean13
H9357001_S_8718114047249,H9357001_S_8720182256362-1,1,shared_valid_ean13
H9357001_S_8718114047249,H9564001_S_DO06CB06,1,shared_valid_ean13
H9357001_S_8720182256362-1,H9564001_S_DO06CB06,1,shared_valid_ean13
H9357001_S_9556155017017,H9564001_S_KA05KS03,1,shared_valid_ean13
S6478001_S_478562_4976631478562,S6478006_S_478562_4976631478562,1,shared_valid_ean13
S6478001_S_781890_3253581781890,S6478006_S_781890_3253581781890,1,shared_valid_ean13
