sku_a,sku_b,label,evidence
S3046001_S_Aleppo_1_20,S3046001_S_Aleppo_4_30,1,same_identity_differing_pack_count
S3046001_S_Aleppo_1_30,S3046001_S_Aleppo_2_20,1,same_identity_differing_pack_count
S3046001_S_Aleppo_1_30,S3046001_S_Aleppo_2_30,1,same_identity_differing_pack_count
S3046001_S_Aleppo_1_30,S3046001_S_Aleppo_4_20,1,same_identity_differing_pack_count
S3046001_S_Aleppo_1_30,S3046001_S_Aleppo_4_30,1,same_identity_differing_pack_count
S3046001_S_Aleppo_1_40,S3046001_S_Aleppo_2_40,1,same_identity_differing_pack_count
S3046001_S_Aleppo_1_40,S3046001_S_Aleppo_4_40,1,same_identity_differing_pack_count
S3046001_S_Aleppo_2_20,S3046001_S_Aleppo_4_20,1,same_identity_differing_pack_count
S3046001_S_Aleppo_2_20,S3046001_S_Aleppo_4_30,1,same_identity_differing_pack_count
S3046001_S_Aleppo_2_30,S3046001_S_Aleppo_4_20,1,same_identity_differing_pack_count
S3046001_S_Aleppo_2_30,S3046001_S_Aleppo_4_30,1,same_identity_differing_pack_count
S3046001_S_Aleppo_2_40,S3046001_S_Aleppo_4_40,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AC-01,S3046001_S_GN-SB-AC-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AC-01,S3046001_S_GN-SB-AC-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AC-04,S3046001_S_GN-SB-AC-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AP-01,S3046001_S_GN-SB-AP-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AS-04,S3046001_S_GN-SB-AS-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AV-01,S3046001_S_GN-SB-AV-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AV-01,S3046001_S_GN-SB-AV-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-AV-04,S3046001_S_GN-SB-AV-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CA-01,S3046001_S_GN-SB-CA-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CA-01,S3046001_S_GN-SB-CA-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CA-04,S3046001_S_GN-SB-CA-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CB-01,S3046001_S_GN-SB-CB-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CH-01,S3046001_S_GN-SB-CH-04-02,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CI-01,S3046001_S_GN-SB-CI-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CM-04,S3046001_S_GN-SB-CM-10,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CN-01,S3046001_S_GN-SB-CN-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-CR-01,S3046001_S_GN-SB-CR-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-DM-01,S3046001_S_GN-SB-DM-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-FL-01,S3046001_S_GN-SB-FL-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-GM-01,S3046001_S_GN-SB-GM-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-GR-01,S3046001_S_GN-SB-GR-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-LA-01,S3046001_S_GN-SB-LA-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-LE-01,S3046001_S_GN-SB-LE-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-MA-01,S3046001_S_GN-SB-MA-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-NE-01,S3046001_S_GN-SB-NE-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-OO-01,S3046001_S_GN-SB-OO-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-RO-01,S3046001_S_GN-SB-RO-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-RS-01,S3046001_S_GN-SB-RS-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-SS-01,S3046001_S_GN-SB-SS-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-TA-01,S3046001_S_GN-SB-TA-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-TM-01,S3046001_S_GN-SB-TM-04,1,same_identity_differing_pack_count
S3046001_S_GN-SB-TT-01,S3046001_S_GN-SB-TT-04,1,same_identity_differing_pack_count
