group_id,previous_group_id,relation,overlap,jaccard
G5_0f145013ee449ec3,G5_0f145013ee449ec3,continued,3,1.0
G5_0f145013ee449ec37d,G5_0f145013ee449ec37d,continued,3,1.0
G5_9b4a2c776341fbf8,G5_9b4a2c776341fbf8,continued,3,1.0
G5_264ae8740bd9c1ba,G5_264ae8740bd9c1ba,continued,3,1.0
G5_51a251dcd99d7dfd,G5_51a251dcd99d7dfd,continued,3,1.0
G5_e48dc59263985674,G5_e48dc59263985674,continued,3,1.0
G5_d822352e20f3826b,G5_d822352e20f3826b,continued,3,1.0
G5_f6c6529ca4ac2aff,G5_f6c6529ca4ac2aff,continued,3,1.0
G5_f5e1790d87a525ff,G5_f5e1790d87a525ff,continued,3,1.0
G5_a87eef79889c2095,G5_a87eef79889c2095,continued,3,1.0
G5_bccc3f8970b1bbd5,G5_bccc3f8970b1bbd5,continued,2,1.0
G5_f778b6f234fda9ea,G5_f778b6f234fda9ea,continued,2,1.0
G5_0664108e0128edbd,G5_0664108e0128edbd,continued,2,1.0
G5_55b49ed3e2d0df10,G5_55b49ed3e2d0df10,continued,2,1.0
G5_a41ea1107a8c7ff3,G5_a41ea1107a8c7ff3,continued,2,1.0
G5_622f2bb88e8ba3fe,G5_622f2bb88e8ba3fe,continued,2,1.0
G5_4e78beeee5ceddd8,G5_4e78beeee5ceddd8,continued,2,1.0
G5_21b101180c85be80,G5_21b101180c85be80,continued,2,1.0
G5_7091223be185db9a,G5_7091223be185db9a,continued,2,1.0
G5_87c0d5daa1900333,G5_87c0d5daa1900333,continued,2,1.0
G5_788658d3c326b645,G5_788658d3c326b645,continued,2,1.0
G5_7e535cc094349ac6,G5_7e535cc094349ac6,continued,2,1.0
G5_487dd42b03327b28,G5_487dd42b03327b28,continued,2,1.0
G5_fdfc541733d291a0,G5_fdfc541733d291a0,continued,2,1.0
G5_e4134f495ec582c4,G5_e4134f495ec582c4,continued,2,1.0
G5_7127d4cffdeda7b8,G5_7127d4cffdeda7b8,continued,2,1.0
G5_82758da71593e87b,G5_82758da71593e87b,continued,2,1.0
G5_1fad3ab13b30ccc0,G5_1fad3ab13b30ccc0,continued,2,1.0
G5_60e487d46068c7f0,G5_60e487d46068c7f0,continued,2,1.0
G5_d929a74137b6b573,G5_d929a74137b6b573,continued,2,1.0
G5_c27f2cedaf85cd55,G5_c27f2cedaf85cd55,continued,2,1.0
G5_300c2c8d97bd1b77,G5_300c2c8d97bd1b77,continued,2,1.0
G5_2b10475d68091673,G5_2b10475d68091673,continued,2,1.0
G5_2560d96a1030df74,G5_2560d96a1030df74,continued,2,1.0
G5_5365b71edb64741f,G5_5365b71edb64741f,continued,2,1.0
G5_6a25c7c4afb2f246,G5_6a25c7c4afb2f246,continued,2,1.0
G5_3287277c1fbf738c,G5_3287277c1fbf738c,continued,2,1.0
G5_a28a91476c60951d,G5_a28a91476c60951d,continued,2,1.0
G5_1735f4209f5d07bc,G5_1735f4209f5d07bc,continued,2,1.0
G5_5b4c8fa504f1ae0e,G5_5b4c8fa504f1ae0e,continued,2,1.0
G5_b1b27b1a394def9b,G5_b1b27b1a394def9b,continued,2,1.0
G5_80e21bbd665e1b13,G5_80e21bbd665e1b13,continued,2,1.0
G5_17a88f97104e626e,G5_17a88f97104e626e,continued,2,1.0
G5_d6d3c9413c1cca5f,G5_d6d3c9413c1cca5f,continued,2,1.0
G5_22def4f1b70fcb73,G5_22def4f1b70fcb73,continued,2,1.0
G5_351ad52c12618ec8,G5_351ad52c12618ec8,continued,2,1.0
G5_bafb4faba4a2323b,G5_bafb4faba4a2323b,continued,2,1.0
G5_7b83f372644a1ce3,G5_7b83f372644a1ce3,continued,2,1.0
G5_7fae1965f4592964,G5_7fae1965f4592964,continued,2,1.0
G5_42cf0fc60ff418cc,G5_42cf0fc60ff418cc,continued,2,1.0
G5_68886de81d197a25,G5_68886de81d197a25,continued,2,1.0
G5_34095efbba753508,G5_34095efbba753508,continued,2,1.0
G5_c0c3ddefbf4a1f6f,G5_c0c3ddefbf4a1f6f,continued,2,1.0
G5_30d0c78314ff97b7,G5_30d0c78314ff97b7,continued,2,1.0
G5_df4a32f196a34abe,G5_df4a32f196a34abe,continued,2,1.0
G5_d6c1e3b15312f23a,G5_d6c1e3b15312f23a,continued,2,1.0
G5_6d7cf85dfd29639d,G5_6d7cf85dfd29639d,continued,2,1.0
G5_d410632f6c72e5d6,G5_d410632f6c72e5d6,continued,2,1.0
G5_7abe4852d6f2756d,G5_7abe4852d6f2756d,continued,2,1.0
G5_e9d99cfee9000906,G5_e9d99cfee9000906,continued,2,1.0
G5_8c490b517ef8b69d,G5_8c490b517ef8b69d,continued,2,1.0
G5_9e63155ecaf55963,G5_9e63155ecaf55963,continued,2,1.0
G5_bf7baec4b1b4a7df,G5_bf7baec4b1b4a7df,continued,2,1.0
G5_8d80050d3e6db52b,G5_8d80050d3e6db52b,continued,2,1.0
G5_2d04b14d9775d258,G5_2d04b14d9775d258,continued,2,1.0
G5_cc53a772da06981b,G5_cc53a772da06981b,continued,2,1.0
G5_a089f87fcac5d3e4,G5_a089f87fcac5d3e4,continued,2,1.0
G5_d9a7edb940e6ec55,G5_d9a7edb940e6ec55,continued,2,1.0
G5_70caf658148cd267,G5_70caf658148cd267,continued,2,1.0
G5_91001942de37c1e8,G5_91001942de37c1e8,continued,2,1.0
G5_2512345dd1ade308,G5_2512345dd1ade308,continued,2,1.0
G5_87adbee89fa11ff9,G5_87adbee89fa11ff9,continued,2,1.0
G5_03d52fd58ee3948f,G5_03d52fd58ee3948f,continued,2,1.0
G5_726cfea91d3767da,G5_726cfea91d3767da,continued,2,1.0
G5_4a94d07985781d75,G5_4a94d07985781d75,continued,2,1.0
G5_88baef663301c786,G5_88baef663301c786,continued,2,1.0
G5_517b88580dcf5475,G5_517b88580dcf5475,continued,2,1.0
G5_964e682f539ad71e,G5_964e682f539ad71e,continued,2,1.0
G5_6a98d962494eabc1,G5_6a98d962494eabc1,continued,2,1.0
G5_bffe78520cf8ffc8,G5_bffe78520cf8ffc8,continued,2,1.0
G5_e6040f9893f15590,G5_e6040f9893f15590,continued,2,1.0
G5_152848a0533e6525,G5_152848a0533e6525,continued,2,1.0
G5_509ec7f0e402895f,G5_509ec7f0e402895f,continued,2,1.0
G5_d2b3180c79529b4f,G5_d2b3180c79529b4f,continued,2,1.0
G5_d7cc5ccc6e302fb8,G5_d7cc5ccc6e302fb8,continued,2,1.0
G5_2bfba9be504b8c43,G5_2bfba9be504b8c43,continued,2,1.0
G5_691bbf4d9f7c98d0,G5_691bbf4d9f7c98d0,continued,2,1.0
G5_c5da13d824d86fca,G5_c5da13d824d86fca,continued,2,1.0
G5_3a2abddcd5ac7d51,G5_3a2abddcd5ac7d51,continued,2,1.0
G5_cd8b99aecd84360d,G5_cd8b99aecd84360d,continued,2,1.0
G5_d6c17b61e4047d74,G5_d6c17b61e4047d74,continued,2,1.0
G5_17733cdd6a312e4f,G5_17733cdd6a312e4f,continued,2,1.0
G5_802bc6ac9d5f6dd2,G5_802bc6ac9d5f6dd2,continued,2,1.0
G5_961228cf19852752,G5_961228cf19852752,continued,2,1.0
G5_4842d7eb29a00f7f,G5_4842d7eb29a00f7f,continued,2,1.0
G5_242e26e9eccf0554,G5_242e26e9eccf0554,continued,2,1.0
G5_908cc83ed9c0f884,G5_908cc83ed9c0f884,continued,2,1.0
G5_3afeb8d0894f2932,G5_3afeb8d0894f2932,continued,2,1.0
G5_11bab6eca8f33128,G5_11bab6eca8f33128,continued,2,1.0
G5_10e406d7ec530810,G5_10e406d7ec530810,continued,2,1.0
G5_896f187689ee81c1,G5_896f187689ee81c1,continued,2,1.0
G5_21cf368e2981cb33,G5_21cf368e2981cb33,continued,2,1.0
G5_f9b7db6a220b897d,G5_f9b7db6a220b897d,continued,2,1.0
G5_1f9d06d394516984,G5_1f9d06d394516984,continued,2,1.0
G5_80e6b4b91d071ba9,G5_80e6b4b91d071ba9,continued,2,1.0
G5_0d5ace264e2e507b,G5_0d5ace264e2e507b,continued,2,1.0
G5_a881bf8132bf6982,G5_a881bf8132bf6982,continued,2,1.0
G5_a942271816cd3da3,G5_a942271816cd3da3,continued,2,1.0
G5_8e616e60a8ad811e,G5_8e616e60a8ad811e,continued,2,1.0
G5_3aa701d2067685a7,G5_3aa701d2067685a7,continued,2,1.0
G5_7f549175c79dc8ef,G5_7f549175c79dc8ef,continued,2,1.0
G5_246eeccf904e6c2b,G5_246eeccf904e6c2b,continued,2,1.0
G5_dfe1acf9f7862604,G5_dfe1acf9f7862604,continued,2,1.0
G5_419a40619c2064d5,G5_419a40619c2064d5,continued,2,1.0
G5_4fe26540a43d0d61,G5_4fe26540a43d0d61,continued,2,1.0
G5_1d2c4696c4819799,G5_1d2c4696c4819799,continued,2,1.0
G5_10b00563c5289386,G5_10b00563c5289386,continued,2,1.0
G5_edb6397b6301342a,G5_edb6397b6301342a,continued,2,1.0
G5_a1f121c634f2bec0,G5_a1f121c634f2bec0,continued,2,1.0
G5_68b98d8e1a19bd3e,G5_68b98d8e1a19bd3e,continued,2,1.0
G5_c3d39a695a5446c8,G5_c3d39a695a5446c8,continued,2,1.0
G5_57a2d9e1cea1614a,G5_57a2d9e1cea1614a,continued,2,1.0
G5_932bb49c0a5ad6df,G5_932bb49c0a5ad6df,continued,2,1.0
G5_e1922fe8150f8ec2,G5_e1922fe8150f8ec2,continued,2,1.0
G5_fef2f610e104cd65,G5_fef2f610e104cd65,continued,2,1.0
G5_30d524777a76b634,G5_30d524777a76b634,continued,2,1.0
G5_2074f135b37ca8dc,G5_2074f135b37ca8dc,continued,2,1.0
G5_1f36f6cef07ffcbf,G5_1f36f6cef07ffcbf,continued,2,1.0
G5_3674b642644ca408,G5_3674b642644ca408,continued,1,1.0
G5_3947321453b41c7a,G5_3947321453b41c7a,continued,1,1.0
G5_44a82989f020f179,G5_44a82989f020f179,continued,1,1.0
G5_65397217632494ce,G5_65397217632494ce,continued,1,1.0
G5_6dd9f850887c4a20,G5_6dd9f850887c4a20,continued,1,1.0
G5_64ce2e0c6f5ef486,G5_64ce2e0c6f5ef486,continued,1,1.0
G5_aea930a4c0a44fc5,G5_aea930a4c0a44fc5,continued,1,1.0
G5_5b5546d3409bfb6a,G5_5b5546d3409bfb6a,continued,1,1.0
G5_a660dd1bea901711,G5_a660dd1bea901711,continued,1,1.0
G5_5647a5e0ae0aff18,G5_5647a5e0ae0aff18,continued,1,1.0
G5_398b4b77399dbb05,G5_398b4b77399dbb05,continued,1,1.0
G5_e875422bea6ddeb1,G5_e875422bea6ddeb1,continued,1,1.0
G5_5316d25bbb258090,G5_5316d25bbb258090,continued,1,1.0
G5_e0cd0596b6eddf2b,G5_e0cd0596b6eddf2b,continued,1,1.0
G5_1efda8a2e975095a,G5_1efda8a2e975095a,continued,1,1.0
G5_b312045160a43243,G5_b312045160a43243,continued,1,1.0
G5_482e4e4a7adbde11,G5_482e4e4a7adbde11,continued,1,1.0
G5_7362f9da53fe7448,G5_7362f9da53fe7448,continued,1,1.0
G5_6c614c33e7cc1c0a,G5_6c614c33e7cc1c0a,continued,1,1.0
G5_6c614c33e7cc1c0a52,G5_6c614c33e7cc1c0a52,continued,1,1.0
G5_fcb948ad4bbf7ee5,G5_fcb948ad4bbf7ee5,continued,1,1.0
G5_6c1d1da90a68ceea,G5_6c1d1da90a68ceea,continued,1,1.0
G5_7d040936894b1cd8,G5_7d040936894b1cd8,continued,1,1.0
G5_e519b4b146032e36,G5_e519b4b146032e36,continued,1,1.0
G5_7083381fd0ed23b9,G5_7083381fd0ed23b9,continued,1,1.0
G5_5d3729524ae0301c,G5_5d3729524ae0301c,continued,1,1.0
G5_9e923b5f7add43bd,G5_9e923b5f7add43bd,continued,1,1.0
G5_527039513d7d8ae2,G5_527039513d7d8ae2,continued,1,1.0
G5_3031eaa581e3d1ad,G5_3031eaa581e3d1ad,continued,1,1.0
G5_277082b72312fd70,G5_277082b72312fd70,continued,1,1.0
G5_4788c207f93791b1,G5_4788c207f93791b1,continued,1,1.0
G5_2422f2d95ca90833,G5_2422f2d95ca90833,continued,1,1.0
G5_c7e0fce31a26cf62,G5_c7e0fce31a26cf62,continued,1,1.0
G5_b89419ffdb11b7a1,G5_b89419ffdb11b7a1,continued,1,1.0
G5_a67ced2d0186d090,G5_a67ced2d0186d090,continued,1,1.0
G5_5c64cae7cb4059f5,G5_5c64cae7cb4059f5,continued,1,1.0
G5_c5401922bfc74860,G5_c5401922bfc74860,continued,1,1.0
G5_babe777a7145dd98,G5_babe777a7145dd98,continued,1,1.0
G5_fd55fc58fabe1aaf,G5_fd55fc58fabe1aaf,continued,1,1.0
G5_edc9baaf888257fe,G5_edc9baaf888257fe,continued,1,1.0
G5_37009216681925a6,G5_37009216681925a6,continued,1,1.0
G5_e968b926431fe67a,G5_e968b926431fe67a,continued,1,1.0
G5_57434db1c3d14ff1,G5_57434db1c3d14ff1,continued,1,1.0
G5_60f56ff3b85a5685,G5_60f56ff3b85a5685,continued,1,1.0
G5_5619790c10dc8bb6,G5_5619790c10dc8bb6,continued,1,1.0
G5_2b2ac185b496370c,G5_2b2ac185b496370c,continued,1,1.0
G5_f3d9778fa8c13c9a,G5_f3d9778fa8c13c9a,continued,1,1.0
G5_fbe6e0bd6d6be339,G5_fbe6e0bd6d6be339,continued,1,1.0
G5_a8776b95cb0ef68f,G5_a8776b95cb0ef68f,continued,1,1.0
G5_a65635120fb6b4cb,G5_a65635120fb6b4cb,continued,1,1.0
G5_3a0a5fc5dc2f4096,G5_3a0a5fc5dc2f4096,continued,1,1.0
G5_0e9268bd2052dd56,G5_0e9268bd2052dd56,continued,1,1.0
G5_7ae7535a6a0c2dc4,G5_7ae7535a6a0c2dc4,continued,1,1.0
G5_6f3ed7a9a4ed3260,G5_6f3ed7a9a4ed3260,continued,1,1.0
G5_e0b9ad6b7f3337d9,G5_e0b9ad6b7f3337d9,continued,1,1.0
G5_1917daffb042febd,G5_1917daffb042febd,continued,1,1.0
G5_87b2bc2911b39455,G5_87b2bc2911b39455,continued,1,1.0
G5_83ab254ca5726feb,G5_83ab254ca5726feb,continued,1,1.0
G5_3e7c3c6ef5b37e15,G5_3e7c3c6ef5b37e15,continued,1,1.0
G5_e51442ed9e8c39f6,G5_e51442ed9e8c39f6,continued,1,1.0
G5_db9de28a86c8811d,G5_db9de28a86c8811d,continued,1,1.0
G5_88e3536768d5b0af,G5_88e3536768d5b0af,continued,1,1.0
G5_ac2a214063562048,G5_ac2a214063562048,continued,1,1.0
G5_ee556f6c333ccf9a,G5_ee556f6c333ccf9a,continued,1,1.0
G5_f623ac17a63c1399,G5_f623ac17a63c1399,continued,1,1.0
G5_99a584bfbbfabe84,G5_99a584bfbbfabe84,continued,1,1.0
G5_c90ac283988730cd,G5_c90ac283988730cd,continued,1,1.0
G5_c740b62cdc3d5c14,G5_c740b62cdc3d5c14,continued,1,1.0
G5_1e9fc6c36a50f0f7,G5_1e9fc6c36a50f0f7,continued,1,1.0
G5_377ba3444e50873a,G5_377ba3444e50873a,continued,1,1.0
G5_ce39210cab9b84a5,G5_ce39210cab9b84a5,continued,1,1.0
G5_4faf1e4dc7c519b0,G5_4faf1e4dc7c519b0,continued,1,1.0
G5_578cd2165fa539d6,G5_578cd2165fa539d6,continued,1,1.0
G5_662bd111fc40c326,G5_662bd111fc40c326,continued,1,1.0
G5_0d932c8203826ac7,G5_0d932c8203826ac7,continued,1,1.0
G5_77fc5f52f3f2099f,G5_77fc5f52f3f2099f,continued,1,1.0
G5_57aae387f991a673,G5_57aae387f991a673,continued,1,1.0
G5_883b9c2fca6176c3,G5_883b9c2fca6176c3,continued,1,1.0
G5_6a3fa95c033fa27e,G5_6a3fa95c033fa27e,continued,1,1.0
G5_f07a3ff14eb25f56,G5_f07a3ff14eb25f56,continued,1,1.0
G5_3f773956bae79a2b,G5_3f773956bae79a2b,continued,1,1.0
G5_6391514271230b2c,G5_6391514271230b2c,continued,1,1.0
G5_9f9757faea5018a2,G5_9f9757faea5018a2,continued,1,1.0
G5_9fb1c419ec12d924,G5_9fb1c419ec12d924,continued,1,1.0
G5_c1f1016fd8c4fb4c,G5_c1f1016fd8c4fb4c,continued,1,1.0
G5_a1d48f81fbe34807,G5_a1d48f81fbe34807,continued,1,1.0
G5_f7355c92f917982f,G5_f7355c92f917982f,continued,1,1.0
G5_77f1201b279ec3ba,G5_77f1201b279ec3ba,continued,1,1.0
G5_ded78c1df162faca,G5_ded78c1df162faca,continued,1,1.0
G5_44e67cfaff9929a1,G5_44e67cfaff9929a1,continued,1,1.0
G5_ba625c08a7526fd0,G5_ba625c08a7526fd0,continued,1,1.0
G5_22e993987c1e8eb1,G5_22e993987c1e8eb1,continued,1,1.0
G5_3122d430182ffeaf,G5_3122d430182ffeaf,continued,1,1.0
G5_3f33fe169324c4b7,G5_3f33fe169324c4b7,continued,1,1.0
G5_ed0d14825ad2dfcb,G5_ed0d14825ad2dfcb,continued,1,1.0
G5_442f679cf0694dbb,G5_442f679cf0694dbb,continued,1,1.0
G5_2e40cdbdb834dc78,G5_2e40cdbdb834dc78,continued,1,1.0
G5_43d6d24a94ab431b,G5_43d6d24a94ab431b,continued,1,1.0
G5_07fdcbc20a4d424d,G5_07fdcbc20a4d424d,continued,1,1.0
G5_5af0e810c308bc84,G5_5af0e810c308bc84,continued,1,1.0
G5_53ba81dc1bfd8ab4,G5_53ba81dc1bfd8ab4,continued,1,1.0
G5_5904a8b8a6fd4e54,G5_5904a8b8a6fd4e54,continued,1,1.0
G5_59353c7d22079050,G5_59353c7d22079050,continued,1,1.0
G5_fc141d9b21e2a1d3,G5_fc141d9b21e2a1d3,continued,1,1.0
G5_decadec9fa638e02,G5_decadec9fa638e02,continued,1,1.0
G5_b319feea36f5afaf,G5_b319feea36f5afaf,continued,1,1.0
G5_ec5e62b57b7c0dc6,G5_ec5e62b57b7c0dc6,continued,1,1.0
G5_da859696bd723903,G5_da859696bd723903,continued,1,1.0
G5_4eb314d6d5073ac9,G5_4eb314d6d5073ac9,continued,1,1.0
G5_577904b45d573af9,G5_577904b45d573af9,continued,1,1.0
G5_1581d4e96ab51739,G5_1581d4e96ab51739,continued,1,1.0
G5_bdfffc0f49d8e327,G5_bdfffc0f49d8e327,continued,1,1.0
G5_cbea9eb44b4d2462,G5_cbea9eb44b4d2462,continued,1,1.0
G5_27951b17d958850a,G5_27951b17d958850a,continued,1,1.0
G5_2a05aeeda2723982,G5_2a05aeeda2723982,continued,1,1.0
G5_e2670725286124c4,G5_e2670725286124c4,continued,1,1.0
G5_17b87add5411bb3c,G5_17b87add5411bb3c,continued,1,1.0
G5_6c558f66bfc68858,G5_6c558f66bfc68858,continued,1,1.0
G5_1ce19a93644e40be,G5_1ce19a93644e40be,continued,1,1.0
G5_7750b9a64082c81e,G5_7750b9a64082c81e,continued,1,1.0
G5_006a9b927811fe1e,G5_006a9b927811fe1e,continued,1,1.0
G5_a67c1a7bf5a38cc4,G5_a67c1a7bf5a38cc4,continued,1,1.0
G5_cdfe28dc0e31497b,G5_cdfe28dc0e31497b,continued,1,1.0
G5_1c1f91382dfed329,G5_1c1f91382dfed329,continued,1,1.0
G5_ccc6fee3a5c7853b,G5_ccc6fee3a5c7853b,continued,1,1.0
G5_3ed5b316db8f41d3,G5_3ed5b316db8f41d3,continued,1,1.0
G5_8c303eb96f2b023b,G5_8c303eb96f2b023b,continued,1,1.0
G5_7c62144507d6c19e,G5_7c62144507d6c19e,continued,1,1.0
G5_067d094bfcc4f4d3,G5_067d094bfcc4f4d3,continued,1,1.0
G5_0d62163ae8b368dd,G5_0d62163ae8b368dd,continued,1,1.0
G5_4bf6f562b20f19d9,G5_4bf6f562b20f19d9,continued,1,1.0
G5_7930d4ff4238d36f,G5_7930d4ff4238d36f,continued,1,1.0
G5_d7062fa09effc530,G5_d7062fa09effc530,continued,1,1.0
G5_1450dfbe0ee897d2,G5_1450dfbe0ee897d2,continued,1,1.0
G5_50296aff94c5edaa,G5_50296aff94c5edaa,continued,1,1.0
G5_8cb9f4c8123256cc,G5_8cb9f4c8123256cc,continued,1,1.0
G5_490a824e0d1980b8,G5_490a824e0d1980b8,continued,1,1.0
G5_8b4eeeef61a9752a,G5_8b4eeeef61a9752a,continued,1,1.0
G5_056fc5f0031007a1,G5_056fc5f0031007a1,continued,1,1.0
G5_4ca25f753968ea56,G5_4ca25f753968ea56,continued,1,1.0
G5_d2bdf875ad23e7cf,G5_d2bdf875ad23e7cf,continued,1,1.0
G5_159c0bc69667a09b,G5_159c0bc69667a09b,continued,1,1.0
G5_c608aebb957775c9,G5_c608aebb957775c9,continued,1,1.0
G5_19bc01aff57569c9,G5_19bc01aff57569c9,continued,1,1.0
G5_5f394714735d3865,G5_5f394714735d3865,continued,1,1.0
G5_f1ddfa3008c46d12,G5_f1ddfa3008c46d12,continued,1,1.0
G5_69b738d98b31f6b9,G5_69b738d98b31f6b9,continued,1,1.0
G5_5bacf5a7a639670d,G5_5bacf5a7a639670d,continued,1,1.0
G5_683f332ac91b4a0f,G5_683f332ac91b4a0f,continued,1,1.0
G5_f595da8d0f5d6ccc,G5_f595da8d0f5d6ccc,continued,1,1.0
G5_495b00ca2af87707,G5_495b00ca2af87707,continued,1,1.0
G5_b2020a75286f47ae,G5_b2020a75286f47ae,continued,1,1.0
G5_c3f12265be780c90,G5_c3f12265be780c90,continued,1,1.0
G5_1feee3f7b34671ca,G5_1feee3f7b34671ca,continued,1,1.0
G5_1c6f773819863879,G5_1c6f773819863879,continued,1,1.0
G5_ed1efca0c1eb6bbf,G5_ed1efca0c1eb6bbf,continued,1,1.0
G5_fcc112a41c4f9884,G5_fcc112a41c4f9884,continued,1,1.0
G5_2fe2602d81feafca,G5_2fe2602d81feafca,continued,1,1.0
G5_38adeba2ce4a2927,G5_38adeba2ce4a2927,continued,1,1.0
G5_2a379e9d2a51f848,G5_2a379e9d2a51f848,continued,1,1.0
G5_9d7680c55dba4a1a,G5_9d7680c55dba4a1a,continued,1,1.0
G5_5cbf92685e3d7830,G5_5cbf92685e3d7830,continued,1,1.0
G5_e494f4991834bad2,G5_e494f4991834bad2,continued,1,1.0
G5_6b447f938967708c,G5_6b447f938967708c,continued,1,1.0
G5_7ce3cad2e3da5565,G5_7ce3cad2e3da5565,continued,1,1.0
