sku_id,group_id,group_name,group_size,brand_canonical,product_form,unit,origin,pack_count,ean,sku_name,method_version,dataset_sha256
H7915001_S_9312146006602,G5_2e439a0ee880a99e,星期四茶樹 茶樹油·不同 香皂 125g (澳洲),8,星期四茶樹,soap_bar,125g,澳洲,3,9312146006602,茶樹油香皂125g X 3個 [平行進口] *不同包裝版本可能隨機出貨*,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9312146006602,G5_2e439a0ee880a99e,星期四茶樹 茶樹油·不同 香皂 125g (澳洲),8,星期四茶樹,soap_bar,125g,澳洲,3,9312146006602,澳洲 - 茶樹油香皂125g X 3個 (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9312146006602,G5_2e439a0ee880a99e,星期四茶樹 茶樹油·不同 香皂 125g (澳洲),8,星期四茶樹,soap_bar,125g,澳洲,3,9312146006602,澳洲 - 茶樹油香皂125g X 3個 (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0713001_S_GoatSoap-002,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254002059,【紫色】純天然山羊奶皂 - 摩洛哥堅果油100g（9349254002059）【平行進口】不同版本包裝隨機發,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167001_S_9349254002059,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,9349254002059,Goat Soap 瘦羊皂摩洛哥油100g×2（平行進口）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167002_S_9349254002059,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,9349254002059,Goat Soap 瘦羊皂摩洛哥油100g×2（平行進口）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8347001_S_GOAT-BP08,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254002059,Goat Soap - 純天然山羊奶手工皂 (摩洛哥堅果油) 1件 100g (平行進口) (02059),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9349254002059,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254002059,純天然山羊奶皂 - 摩洛哥堅果油 100克 (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S2232001_S_GOS2059X2,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,,*優惠兩件裝*天然山羊奶手工皂 - 摩洛哥堅果油 紫色 100g ✥ [02059X2] (平行進口貨) 肥皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6258001_S_GOS2059X2,G5_2156e490d3ecec8e,Goat Soap 摩洛哥堅果油·摩洛哥油·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,,*優惠兩件裝*純天然山羊奶手工皂 - 摩洛哥堅果油 紫色 100g ✥ [02059x2] (平行進口貨) 肥皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0713001_S_GoatSoap-004,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254004053,【白色】純天然山羊奶皂 - 嬰幼兒有機山羊奶-100g（9349254004053）【平行進口】不同版本包裝隨機發,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H5859001_S_ST2810,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,,Kids Goat 嬰幼兒有機山羊奶肥皂 100g,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H5859001_S_ST2817,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,3,,Kids Goat 嬰幼兒有機山羊奶肥皂 100g x3,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167001_S_9349254004053,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,9349254004053,Goat Soap - 純天然兒童有機山羊奶手工皂 100g×2（平行進口）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167002_S_9349254004053,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,9349254004053,Goat Soap - 純天然兒童有機山羊奶手工皂 100g×2（平行進口）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9349254004053,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254004053,純天然山羊奶皂 - 嬰幼兒有機山羊奶 100克  新舊包裝隨機發貨 (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9349254004053,G5_cdb2bbd313428c76,Goat Soap kids·嬰幼兒·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254004053,純天然山羊奶皂 - 嬰幼兒有機山羊奶 100克 (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0846001_S_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,日本,1,4976631481166,PELICAN 蜜桃薄荷涼感美臀皂 80G 藍色 【平行進口】,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B1604001_S_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,日本,1,4976631481166,Pelican 蜜桃薄荷涼感美臀皂 80g 藍色【平行進口】,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B1604002_S_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,日本,1,4976631481166,Pelican 蜜桃薄荷涼感美臀皂 80g 藍色【平行進口】,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B1838001_S_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,日本,1,4976631481166,去黑色素去角質限量蜜桃薄荷涼感美臀皂 80G 藍色 【平行進口】,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H5985004_S_481166_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,日本,1,4976631481166,去角質淡化黑色素保濕蜜桃香皂 80g #涼感 [平行進口],multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8424001_S_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,日本,1,4976631481166,- 去黑色素去角質美臀pp 涼感蜜桃香皂 80g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6478006_S_481166_4976631481166,G5_c5fa6dbfaecb24bd,PELICAN 蜜桃薄荷涼感美臀·淡化黑色素·去黑色素 香皂 80g (日本),7,PELICAN,soap_bar,80g,,1,4976631481166,去角質淡化黑色素保濕蜜桃皂 80g #涼感 [平行進口],multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B1023001_S_9349254002042,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254002042,純天然山羊奶手工皂 麥蘆卡蜂蜜味 - 紅色 100g 肥皂 (平行進口) 多款味道可選,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167001_S_9349254002042,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,9349254002042,Goat Soap 瘦羊皂蜂蜜味100g*2（平行進口）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167002_S_9349254002042,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,9349254002042,Goat Soap 瘦羊皂蜂蜜味100g*2（平行進口）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8347001_S_GOAT-BP06,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254002042,純天然山羊奶手工皂-麥蘆卡蜂蜜味 100g (02042) 紅([平行進口],multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9349254002042,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,1,9349254002042,純天然山羊奶皂 - 麥盧卡蜂蜜 100克 (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S2232001_S_GOS2042X2,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,,*優惠兩件裝*天然山羊奶手工皂 麥蘆卡蜂蜜味 - 紅色 100g ✥ [02042X2] (平行進口貨) 肥皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6258001_S_GOS2042X2,G5_9053396fced5a9d1,Goat Soap 麥蘆卡蜂蜜味·麥盧卡蜂蜜·山羊奶 香皂 100g (澳洲),7,Goat Soap,soap_bar,100g,澳洲,2,,*優惠兩件裝*天然山羊奶手工皂 麥蘆卡蜂蜜味 - 紅色 100g ✥ [02042X2] (平行進口貨) 肥皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H5866001_S_ALEPIA-001,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,Alepia 1% 月桂油 + 99% 初榨橄欖油 古皂 190g,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H5866001_S_ALEPIA-002,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,Alepia 5% 月桂油 + 95% 初榨橄欖油 古皂 190g,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H5866001_S_ALEPIA-004,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,Alepia 25% 月桂油 + 75% 初榨橄欖油 古皂 190g,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6869001_S_ALEPIA-001,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,"法國敍利亞古皂  1% 月桂油 + 99% 初榨橄欖油(香皂,濕疹適用)(AL109729)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6869001_S_ALEPIA-002,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,"法國敍利亞古皂  5% 月桂油 + 95% 初榨橄欖油(香皂,濕疹適用)(AL107244)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6869001_S_ALEPIA-004,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,"法國敍利亞古皂  25% 月桂油 + 75% 初榨橄欖油(香皂,濕疹適用)(AL107251)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6869001_S_ALEPIA-005,G5_ac37b5babb3f4153,Alepia 法國敍利亞古·初榨橄欖油·月桂油 香皂 190g (阿拉伯敘利亞共和國(敘利亞)),7,Alepia,soap_bar,190g,阿拉伯敘利亞共和國(敘利亞),1,,"法國敍利亞古皂  40% 月桂油 + 60% 初榨橄欖油 (香皂,濕疹適用)(AL107268)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0446001_S_Ehome-0008,G5_5cdf62663dd41831,玫瑰味 皂紙 50pc (中國),6,,soap_paper,50pc,中國,1,,(50片玫瑰味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
